airportid	name	city	country	iata	icao	lat	long	altitude	time	dst	tzdatabase	type	source
2019	Alexandra Airport	Alexandra	New Zealand	ALR	NZLX	-45.21170044	169.3730011	752	12	Z	Pacific/Auckland	airport	OurAirports
2020	Mount Cook Airport	Mount Cook	New Zealand	MON	NZMC	-43.76499939	170.1329956	2153	12	Z	Pacific/Auckland	airport	OurAirports
2021	Manapouri Airport	Manapouri	New Zealand	TEU	NZMO	-45.53310013	167.6499939	687	12	Z	Pacific/Auckland	airport	OurAirports
2022	Hood Airport	Masterton	New Zealand	MRO	NZMS	-40.97330093	175.6340027	364	12	Z	Pacific/Auckland	airport	OurAirports
2023	New Plymouth Airport	New Plymouth	New Zealand	NPL	NZNP	-39.00859833	174.1790009	97	12	Z	Pacific/Auckland	airport	OurAirports
2024	Nelson Airport	Nelson	New Zealand	NSN	NZNS	-41.2983017	173.220993	17	12	Z	Pacific/Auckland	airport	OurAirports
2025	Invercargill Airport	Invercargill	New Zealand	IVC	NZNV	-46.41239929	168.3130035	5	12	Z	Pacific/Auckland	airport	OurAirports
2026	RNZAF Base Ohakea	Ohakea	New Zealand	OHA	NZOH	-40.20600128	175.3880005	164	12	Z	Pacific/Auckland	airport	OurAirports
2027	Oamaru Airport	Oamaru	New Zealand	OAM	NZOU	-44.97000122	171.0820007	99	12	Z	Pacific/Auckland	airport	OurAirports
2028	Palmerston North Airport	Palmerston North	New Zealand	PMR	NZPM	-40.3205986	175.6170044	151	12	Z	Pacific/Auckland	airport	OurAirports
2029	Paraparaumu Airport	Paraparaumu	New Zealand	PPQ	NZPP	-40.90470123	174.9889984	22	12	Z	Pacific/Auckland	airport	OurAirports
2030	Queenstown International Airport	Queenstown International	New Zealand	ZQN	NZQN	-45.02109909	168.7389984	1171	12	Z	Pacific/Auckland	airport	OurAirports
2031	Rotorua Regional Airport	Rotorua	New Zealand	ROT	NZRO	-38.10919952	176.3170013	935	12	Z	Pacific/Auckland	airport	OurAirports
2032	Waiouru Airport	Waiouru	New Zealand	\N	NZRU	-39.44639969	175.6580048	2686	12	Z	Pacific/Auckland	airport	OurAirports
2033	South Pole Station Airport	Stephen's Island	Antarctica	\N	NZSP	-90	0	9300	12	U	Antarctica/South_Pole	airport	OurAirports
2034	Tauranga Airport	Tauranga	New Zealand	TRG	NZTG	-37.6719017	176.1959991	13	12	Z	Pacific/Auckland	airport	OurAirports
2035	Timaru Airport	Timaru	New Zealand	TIU	NZTU	-44.30279922	171.2250061	89	12	Z	Pacific/Auckland	airport	OurAirports
2036	Pukaki Airport	Pukaki	New Zealand	TWZ	NZUK	-44.23500061	170.1179962	1575	12	Z	Pacific/Auckland	airport	OurAirports
2037	Woodbourne Airport	Woodbourne	New Zealand	BHE	NZWB	-41.5182991	173.8699951	109	12	Z	Pacific/Auckland	airport	OurAirports
2038	Williams Field	Weydon	Antarctica	\N	NZWD	-77.86740112	167.0570068	68	12	N	Antarctica/South_Pole	airport	OurAirports
2039	Wanaka Airport	Wanaka	New Zealand	WKA	NZWF	-44.72219849	169.2460022	1142	12	Z	Pacific/Auckland	airport	OurAirports
2040	Wigram Airport	Wigram	New Zealand	\N	NZWG	-43.55110168	172.5529938	74	12	Z	Pacific/Auckland	airport	OurAirports
2041	Whakatane Airport	Whakatane	New Zealand	WHK	NZWK	-37.92060089	176.9140015	20	12	Z	Pacific/Auckland	airport	OurAirports
2042	Wellington International Airport	Wellington	New Zealand	WLG	NZWN	-41.32720184	174.8049927	41	12	Z	Pacific/Auckland	airport	OurAirports
2043	Wairoa Airport	Wairoa	New Zealand	WIR	NZWO	-39.00690079	177.4069977	42	12	Z	Pacific/Auckland	airport	OurAirports
2044	RNZAF Base Auckland-Whenuapai	Whenuapai	New Zealand	\N	NZWP	-36.78779984	174.6300049	100	12	Z	Pacific/Auckland	airport	OurAirports
2045	Whangarei Airport	Whangarei	New Zealand	WRE	NZWR	-35.7682991	174.3650055	133	12	Z	Pacific/Auckland	airport	OurAirports
2046	Westport Airport	Westport	New Zealand	WSZ	NZWS	-41.73809814	171.5809937	13	12	Z	Pacific/Auckland	airport	OurAirports
2047	Wanganui Airport	Wanganui	New Zealand	WAG	NZWU	-39.96220016	175.0249939	27	12	Z	Pacific/Auckland	airport	OurAirports
2048	Herat Airport	Herat	Afghanistan	HEA	OAHR	34.20999908	62.22829819	3206	4.5	U	Asia/Kabul	airport	OurAirports
2049	Jalalabad Airport	Jalalabad	Afghanistan	JAA	OAJL	34.39979935	70.49859619	1814	4.5	U	Asia/Kabul	airport	OurAirports
2050	Hamid Karzai International Airport	Kabul	Afghanistan	KBL	OAKB	34.565899	69.212303	5877	4.5	U	Asia/Kabul	airport	OurAirports
2051	Kandahar Airport	Kandahar	Afghanistan	KDH	OAKN	31.50580025	65.84780121	3337	4.5	U	Asia/Kabul	airport	OurAirports
2052	Maimana Airport	Maimama	Afghanistan	MMZ	OAMN	35.93080139	64.7609024	2743	4.5	U	Asia/Kabul	airport	OurAirports
2053	Mazar I Sharif Airport	Mazar-i-sharif	Afghanistan	MZR	OAMS	36.70690155	67.20970154	1284	4.5	U	Asia/Kabul	airport	OurAirports
2054	Shindand Airport	Shindand	Afghanistan	OAH	OASD	33.3913002	62.26100159	3773	4.5	U	Asia/Kabul	airport	OurAirports
2055	Sheberghan Airport	Sheberghan	Afghanistan	\N	OASG	36.75080109	65.91320038	1053	4.5	U	Asia/Kabul	airport	OurAirports
2056	Konduz Airport	Kunduz	Afghanistan	UND	OAUZ	36.6651001	68.91079712	1457	4.5	U	Asia/Kabul	airport	OurAirports
2057	Bahrain International Airport	Bahrain	Bahrain	BAH	OBBI	26.27079964	50.63359833	6	3	U	Asia/Bahrain	airport	OurAirports
2058	Sheik Isa Air Base	Bahrain	Bahrain	\N	OBBS	25.91839981	50.59059906	136	3	U	Asia/Bahrain	airport	OurAirports
2059	Abha Regional Airport	Abha	Saudi Arabia	AHB	OEAB	18.24040031	42.65660095	6858	3	U	Asia/Riyadh	airport	OurAirports
2060	Al Ahsa Airport	Al-ahsa	Saudi Arabia	HOF	OEAH	25.2852993	49.48519897	588	3	U	Asia/Riyadh	airport	OurAirports
2061	Al Baha Airport	El-baha	Saudi Arabia	ABT	OEBA	20.29610062	41.63430023	5486	3	U	Asia/Riyadh	airport	OurAirports
2062	Bisha Airport	Bisha	Saudi Arabia	BHH	OEBH	19.9843998	42.6208992	3887	3	U	Asia/Riyadh	airport	OurAirports
2063	Abqaiq Airport	Abqaiq	Saudi Arabia	\N	OEBQ	25.91130066	49.59120178	229	3	U	Asia/Riyadh	airport	OurAirports
2064	King Fahd International Airport	Dammam	Saudi Arabia	DMM	OEDF	26.47120094	49.79790115	72	3	U	Asia/Riyadh	airport	OurAirports
2065	King Abdulaziz Air Base	Dhahran	Saudi Arabia	DHA	OEDR	26.26539993	50.15200043	84	3	U	Asia/Riyadh	airport	OurAirports
2066	Jizan Regional Airport	Gizan	Saudi Arabia	GIZ	OEGN	16.90110016	42.58580017	20	3	U	Asia/Riyadh	airport	OurAirports
2067	Gassim Airport	Gassim	Saudi Arabia	ELQ	OEGS	26.30279922	43.7743988	2126	3	U	Asia/Riyadh	airport	OurAirports
2068	Gurayat Domestic Airport	Guriat	Saudi Arabia	URY	OEGT	31.412413	37.278898	1672	3	U	Asia/Riyadh	airport	OurAirports
2069	Ha'il Airport	Hail	Saudi Arabia	HAS	OEHL	27.437901	41.686298	3331	3	U	Asia/Riyadh	airport	OurAirports
2070	Jubail Airport	Jubail	Saudi Arabia	QJB	OEJB	27.03899956	49.40510178	26	3	U	Asia/Riyadh	airport	OurAirports
2071	King Faisal Naval Base	Jeddah	Saudi Arabia	\N	OEJF	21.34810066	39.17300034	7	3	U	Asia/Riyadh	airport	OurAirports
2072	King Abdulaziz International Airport	Jeddah	Saudi Arabia	JED	OEJN	21.6796	39.156502	48	3	U	Asia/Riyadh	airport	OurAirports
2073	King Khaled Military City Airport	King Khalid Mil.city	Saudi Arabia	KMC	OEKK	27.9009	45.528198	1352	3	U	Asia/Riyadh	airport	OurAirports
2074	Prince Mohammad Bin Abdulaziz Airport	Madinah	Saudi Arabia	MED	OEMA	24.5534	39.705101	2151	3	U	Asia/Riyadh	airport	OurAirports
2075	Nejran Airport	Nejran	Saudi Arabia	EAM	OENG	17.6114006	44.4192009	3982	3	U	Asia/Riyadh	airport	OurAirports
2076	Al Qaisumah/Hafr Al Batin Airport	Hafr Al-batin	Saudi Arabia	AQI	OEPA	28.335199	46.125099	1174	3	U	Asia/Riyadh	airport	OurAirports
2077	Pump Station 3 Airport	Petroline 3	Saudi Arabia	\N	OEPC	25.17449951	47.48839951	1740	3	U	Asia/Riyadh	airport	OurAirports
2078	Pump Station 6 Airport	Petroline 6	Saudi Arabia	\N	OEPF	24.71030045	44.96450043	2530	3	U	Asia/Riyadh	airport	OurAirports
2079	Pump Station 10 Airport	Petroline 10	Saudi Arabia	\N	OEPJ	24.1072998	41.0359993	2840	3	U	Asia/Riyadh	airport	OurAirports
2080	Rabigh Airport	Rabigh	Saudi Arabia	\N	OERB	22.70260048	39.06980133	22	3	U	Asia/Riyadh	airport	OurAirports
2081	Rafha Domestic Airport	Rafha	Saudi Arabia	RAH	OERF	29.62639999	43.49060059	1474	3	U	Asia/Riyadh	airport	OurAirports
2082	King Khaled International Airport	Riyadh	Saudi Arabia	RUH	OERK	24.95759964	46.69879913	2049	3	U	Asia/Riyadh	airport	OurAirports
2083	Ras Mishab Airport	Rash Mishab	Saudi Arabia	\N	OERM	28.07959938	48.61100006	13	3	U	Asia/Riyadh	airport	OurAirports
2084	Arar Domestic Airport	Arar	Saudi Arabia	RAE	OERR	30.90660095	41.13819885	1813	3	U	Asia/Riyadh	airport	OurAirports
2085	Ras Tanura Airport	Ras Tanura	Saudi Arabia	\N	OERT	26.72310066	50.03079987	6	3	U	Asia/Riyadh	airport	OurAirports
2086	Sharurah Airport	Sharurah	Saudi Arabia	SHW	OESH	17.46689987	47.12139893	2363	3	U	Asia/Riyadh	airport	OurAirports
2088	Sulayel Airport	Sulayel	Saudi Arabia	SLF	OESL	20.4647007	45.61959839	2021	3	U	Asia/Riyadh	airport	OurAirports
2089	Tabuk Airport	Tabuk	Saudi Arabia	TUU	OETB	28.3654	36.6189	2551	3	U	Asia/Riyadh	airport	OurAirports
2090	Ta’if Regional Airport	Taif	Saudi Arabia	TIF	OETF	21.483001	40.543442	4848	3	U	Asia/Riyadh	airport	OurAirports
2091	Thumamah Airport	Thumamah	Saudi Arabia	\N	OETH	25.21299934	46.64099884	1870	3	U	Asia/Riyadh	airport	OurAirports
2092	Ras Tanajib Airport	Ras Tanajib	Saudi Arabia	\N	OETN	27.86779976	48.76910019	30	3	U	Asia/Riyadh	airport	OurAirports
2093	Turaif Domestic Airport	Turaif	Saudi Arabia	TUI	OETR	31.692188	38.731544	2803	3	U	Asia/Riyadh	airport	OurAirports
2095	Al Wajh Domestic Airport	Wejh	Saudi Arabia	EJH	OEWJ	26.19860077	36.47639847	66	3	U	Asia/Riyadh	airport	OurAirports
2096	Prince Abdulmohsin Bin Abdulaziz Airport	Yenbo	Saudi Arabia	YNB	OEYN	24.144199	38.0634	26	3	U	Asia/Riyadh	airport	OurAirports
2097	Abadan Airport	Abadan	Iran	ABD	OIAA	30.37109947	48.22829819	10	3.5	E	Asia/Tehran	airport	OurAirports
2098	Dezful Airport	Dezful	Iran	DEF	OIAD	32.434399	48.397598	474	3.5	E	Asia/Tehran	airport	OurAirports
2099	Aghajari Airport	Aghajari	Iran	AKW	OIAG	30.7444	49.6772	88	3.5	E	Asia/Tehran	airport	OurAirports
2100	Gachsaran Airport	Gachsaran	Iran	GCH	OIAH	30.33760071	50.82799912	2414	3.5	E	Asia/Tehran	airport	OurAirports
2101	Shahid Asyaee Airport	Masjed Soleiman	Iran	\N	OIAI	32.00239944	49.270401	1206	3.5	E	Asia/Tehran	airport	OurAirports
2102	Omidiyeh Airport	Omidyeh	Iran	OMI	OIAJ	30.83519936	49.53490067	85	3.5	E	Asia/Tehran	airport	OurAirports
2103	Mahshahr Airport	Bandar Mahshahr	Iran	MRX	OIAM	30.55620003	49.15190125	8	3.5	E	Asia/Tehran	airport	OurAirports
2104	Ahwaz Airport	Ahwaz	Iran	AWZ	OIAW	31.33740044	48.76200104	66	3.5	E	Asia/Tehran	airport	OurAirports
2105	Abu Musa Island Airport	Abumusa I.	Iran	AEU	OIBA	25.8757	55.033001	23	3.5	E	Asia/Tehran	airport	OurAirports
2106	Bushehr Airport	Bushehr	Iran	BUZ	OIBB	28.94479942	50.83459854	68	3.5	E	Asia/Tehran	airport	OurAirports
2107	Bastak Airport	Bastak	Iran	\N	OIBH	27.21269989	54.3185997	1350	3.5	E	Asia/Tehran	airport	OurAirports
2108	Asaloyeh Airport	Golbandi	Iran	\N	OIBI	27.4814	52.615501	15	3.5	E	Asia/Tehran	airport	OurAirports
2109	Kish International Airport	Kish Island	Iran	KIH	OIBK	26.52619934	53.98020172	101	3.5	E	Asia/Tehran	airport	OurAirports
2110	Bandar Lengeh Airport	Bandar Lengeh	Iran	BDH	OIBL	26.53199959	54.82479858	67	3.5	E	Asia/Tehran	airport	OurAirports
2111	Khark Island Airport	Khark Island	Iran	KHK	OIBQ	29.26029968	50.32389832	17	3.5	E	Asia/Tehran	airport	OurAirports
2112	Sirri Island Airport	Siri Island	Iran	SXI	OIBS	25.90889931	54.53939819	43	3.5	E	Asia/Tehran	airport	OurAirports
2113	Lavan Island Airport	Lavan Island	Iran	LVP	OIBV	26.81030083	53.35630035	76	3.5	E	Asia/Tehran	airport	OurAirports
2114	Shahid Ashrafi Esfahani Airport	Bakhtaran	Iran	KSH	OICC	34.34590149	47.15810013	4307	3.5	E	Asia/Tehran	airport	OurAirports
2117	Sanandaj Airport	Sanandaj	Iran	SDG	OICS	35.2458992	47.00920105	4522	3.5	E	Asia/Tehran	airport	OurAirports
2118	Hesa Airport	Daran	Iran	IFH	OIFE	32.92890167	51.56110001	5256	3.5	E	Asia/Tehran	airport	OurAirports
2119	Shahid Vatan Pour Air Base	Esfahan	Iran	\N	OIFH	32.56700134	51.6916008	5310	3.5	E	Asia/Tehran	airport	OurAirports
2120	Kashan Airport	Kashan	Iran	KKS	OIFK	33.895302	51.577	3465	3.5	E	Asia/Tehran	airport	OurAirports
2121	Esfahan Shahid Beheshti International Airport	Esfahan	Iran	IFN	OIFM	32.75080109	51.86130142	5059	3.5	E	Asia/Tehran	airport	OurAirports
2122	Badr Air Base	Sepah	Iran	\N	OIFP	32.62110138	51.6969986	5242	3.5	E	Asia/Tehran	airport	OurAirports
2123	Sardar-e-Jangal Airport	Rasht	Iran	RAS	OIGG	37.323333	49.617778	-40	3.5	E	Asia/Tehran	airport	OurAirports
2125	Arak Airport	Arak	Iran	AJK	OIHR	34.13809967	49.84730148	5440	3.5	E	Asia/Tehran	airport	OurAirports
2126	Ghazvin Azadi Airport	Abe-ali	Iran	\N	OIIA	35.95209885	50.45080185	3769	3.5	E	Asia/Tehran	airport	OurAirports
2127	Kushke Nosrat Airport	Kushke Nosrat	Iran	\N	OIIC	34.98400116	50.80619812	3008	3.5	E	Asia/Tehran	airport	OurAirports
2128	Doshan Tappeh Air Base	Teheran	Iran	\N	OIID	35.70299911	51.47510147	4046	3.5	E	Asia/Tehran	airport	OurAirports
2130	Ghale Morghi Airport	Teheran	Iran	\N	OIIG	35.64479828	51.38069916	3627	3.5	E	Asia/Tehran	airport	OurAirports
2131	Mehrabad International Airport	Teheran	Iran	THR	OIII	35.68920135	51.31340027	3962	3.5	E	Asia/Tehran	airport	OurAirports
2132	Qazvin Airport	Ghazvin	Iran	GZW	OIIK	36.240101	50.0471	4184	3.5	E	Asia/Tehran	airport	OurAirports
2133	Naja Airport	Khoram Dareh	Iran	\N	OIIM	35.77629852	50.88100052	4040	3.5	E	Asia/Tehran	airport	OurAirports
2134	Bandar Abbas International Airport	Bandar Abbas	Iran	BND	OIKB	27.21829987	56.37779999	22	3.5	E	Asia/Tehran	airport	OurAirports
2135	Jiroft Airport	Jiroft	Iran	JYR	OIKJ	28.7269001	57.67029953	2663	3.5	E	Asia/Tehran	airport	OurAirports
2136	Kerman Airport	Kerman	Iran	KER	OIKK	30.27440071	56.9510994	5741	3.5	E	Asia/Tehran	airport	OurAirports
2138	Havadarya Airport	Bandar Abbas	Iran	HDR	OIKP	27.1583004	56.17250061	19	3.5	E	Asia/Tehran	airport	OurAirports
2139	Dayrestan Airport	Gheshm I.	Iran	\N	OIKQ	26.75460052	55.90240097	45	3.5	E	Asia/Tehran	airport	OurAirports
2141	Sirjan Airport	Sirjan	Iran	SYJ	OIKY	29.55089951	55.67269897	5846	3.5	E	Asia/Tehran	airport	OurAirports
2142	Birjand Airport	Birjand	Iran	XBJ	OIMB	32.89810181	59.26610184	4952	3.5	E	Asia/Tehran	airport	OurAirports
2143	Sarakhs Airport	Sarakhs	Iran	CKT	OIMC	36.50120163	61.06489944	945	3.5	E	Asia/Tehran	airport	OurAirports
2144	Shahroud Airport	Emam Shahr	Iran	RUD	OIMJ	36.4253006	55.10419846	4215	3.5	E	Asia/Tehran	airport	OurAirports
2147	Tabas Airport	Tabas	Iran	TCX	OIMT	33.6678009	56.8927002	2312	3.5	E	Asia/Tehran	airport	OurAirports
2148	Kalaleh Airport	Kalaleh	Iran	KLM	OINE	37.38330078	55.45199966	425	3.5	E	Asia/Tehran	airport	OurAirports
2151	Ramsar Airport	Ramsar	Iran	RZR	OINR	36.90990067	50.67959976	-70	3.5	E	Asia/Tehran	airport	OurAirports
2153	Fasa Airport	Fasa	Iran	FAZ	OISF	28.89179993	53.72330093	4261	3.5	E	Asia/Tehran	airport	OurAirports
2154	Jahrom Airport	Jahrom	Iran	JAR	OISJ	28.58670044	53.57910156	3358	3.5	E	Asia/Tehran	airport	OurAirports
2156	Lamerd Airport	Lamerd	Iran	LFM	OISR	27.37269974	53.18880081	1337	3.5	E	Asia/Tehran	airport	OurAirports
2157	Shiraz Shahid Dastghaib International Airport	Shiraz	Iran	SYZ	OISS	29.53919983	52.58980179	4920	3.5	E	Asia/Tehran	airport	OurAirports
2158	Khoy Airport	Khoy	Iran	KHY	OITK	38.42750168	44.97359848	3981	3.5	E	Asia/Tehran	airport	OurAirports
2162	Tabriz International Airport	Tabriz	Iran	TBZ	OITT	38.13389969	46.23500061	4459	3.5	E	Asia/Tehran	airport	OurAirports
2163	Zanjan Airport	Zanjan	Iran	JWN	OITZ	36.77370071	48.3594017	5382	3.5	E	Asia/Tehran	airport	OurAirports
2164	Shahid Sadooghi Airport	Yazd	Iran	AZD	OIYY	31.9048996	54.2765007	4054	3.5	E	Asia/Tehran	airport	OurAirports
2165	Zabol Airport	Zabol	Iran	ACZ	OIZB	31.09830093	61.54389954	1628	3.5	E	Asia/Tehran	airport	OurAirports
2166	Konarak Airport	Chah Bahar	Iran	ZBR	OIZC	25.44330025	60.38209915	43	3.5	E	Asia/Tehran	airport	OurAirports
2167	Zahedan International Airport	Zahedan	Iran	ZAH	OIZH	29.47570038	60.90620041	4564	3.5	E	Asia/Tehran	airport	OurAirports
2168	Iran Shahr Airport	Iran Shahr	Iran	IHR	OIZI	27.23609924	60.72000122	2040	3.5	E	Asia/Tehran	airport	OurAirports
2169	Saravan Airport	Saravan	Iran	\N	OIZS	27.41930008	62.31579971	3930	3.5	E	Asia/Tehran	airport	OurAirports
2170	Queen Alia International Airport	Amman	Jordan	AMM	OJAI	31.72260094	35.99319839	2395	2	E	Asia/Amman	airport	OurAirports
2171	Amman-Marka International Airport	Amman	Jordan	ADJ	OJAM	31.97270012	35.99160004	2555	2	E	Asia/Amman	airport	OurAirports
2172	Aqaba King Hussein International Airport	Aqaba	Jordan	AQJ	OJAQ	29.61160088	35.01810074	175	2	E	Asia/Amman	airport	OurAirports
2173	Prince Hassan Air Base	Hotel Four	Jordan	\N	OJHF	32.160702	37.149399	2220	2	E	Asia/Amman	airport	OurAirports
2174	Jerusalem Airport	Jerusalem	West Bank	\N	OJJR	31.86470032	35.21920013	2485	2	U	Asia/Jerusalem	airport	OurAirports
2175	King Hussein Air College	Mafraq	Jordan	OMF	OJMF	32.3564	36.259201	2240	2	E	Asia/Amman	airport	OurAirports
2176	Kuwait International Airport	Kuwait	Kuwait	KWI	OKBK	29.22660065	47.96889877	206	3	U	Asia/Kuwait	airport	OurAirports
2177	Beirut Rafic Hariri International Airport	Beirut	Lebanon	BEY	OLBA	33.82089996	35.48839951	87	2	E	Asia/Beirut	airport	OurAirports
2178	Rene Mouawad Air Base	Kleiat	Lebanon	KYE	OLKA	34.58929825	36.01129913	75	2	E	Asia/Beirut	airport	OurAirports
2179	Abu Dhabi International Airport	Abu Dhabi	United Arab Emirates	AUH	OMAA	24.43300056	54.65110016	88	4	U	Asia/Dubai	airport	OurAirports
2180	Bateen Airport	Abu Dhabi	United Arab Emirates	AZI	OMAD	24.42830086	54.45809937	16	4	U	Asia/Dubai	airport	OurAirports
2181	Al Hamra Aux Airport	Al Hamra	United Arab Emirates	\N	OMAH	24.0739994	52.46360016	50	4	U	Asia/Dubai	airport	OurAirports
2182	Jebel Dhana Airport	Jebel Dhana	United Arab Emirates	\N	OMAJ	24.18740082	52.61399841	43	4	U	Asia/Dubai	airport	OurAirports
2184	Al Dhafra Air Base	Abu Dhabi	United Arab Emirates	DHF	OMAM	24.24819946	54.54769897	77	4	U	Asia/Dubai	airport	OurAirports
2185	Arzanah Airport	Arzana	United Arab Emirates	\N	OMAR	24.78050041	52.55989838	15	4	U	Asia/Dubai	airport	OurAirports
2186	Das Island Airport	Das Island	United Arab Emirates	\N	OMAS	25.14620018	52.87369919	12	4	U	Asia/Dubai	airport	OurAirports
2187	Zirku Airport	Zirku	United Arab Emirates	\N	OMAZ	24.86249161	53.07714081	14	4	U	Asia/Dubai	airport	OurAirports
2188	Dubai International Airport	Dubai	United Arab Emirates	DXB	OMDB	25.25279999	55.36439896	62	4	U	Asia/Dubai	airport	OurAirports
2189	Fujairah International Airport	Fujeirah	United Arab Emirates	FJR	OMFJ	25.11219978	56.32400131	152	4	U	Asia/Dubai	airport	OurAirports
2190	Ras Al Khaimah International Airport	Ras Al Khaimah	United Arab Emirates	RKT	OMRK	25.6135006	55.93880081	102	4	U	Asia/Dubai	airport	OurAirports
2191	Sharjah International Airport	Sharjah	United Arab Emirates	SHJ	OMSJ	25.32859993	55.51720047	111	4	U	Asia/Dubai	airport	OurAirports
2192	Khasab Air Base	Khasab	Oman	KHS	OOKB	26.17099953	56.24060059	100	4	U	Asia/Muscat	airport	OurAirports
2193	Masirah Air Base	Masirah	Oman	MSH	OOMA	20.67539978	58.89049911	64	4	U	Asia/Muscat	airport	OurAirports
2194	Muscat International Airport	Muscat	Oman	MCT	OOMS	23.59329987	58.28440094	48	4	U	Asia/Muscat	airport	OurAirports
2195	Salalah Airport	Salalah	Oman	SLL	OOSA	17.0387001	54.09130096	73	4	U	Asia/Muscat	airport	OurAirports
2196	Thumrait Air Base	Thumrait	Oman	TTH	OOTH	17.66600037	54.02460098	1570	4	U	Asia/Muscat	airport	OurAirports
2197	Bhagatanwala Airport	Bhagtanwala	Pakistan	BHW	OPBG	32.05609894	72.9484024	600	5	N	Asia/Karachi	airport	OurAirports
2202	Faisalabad International Airport	Faisalabad	Pakistan	LYP	OPFA	31.36499977	72.99479675	591	5	N	Asia/Karachi	airport	OurAirports
2203	Gwadar International Airport	Gwadar	Pakistan	GWD	OPGD	25.23329926	62.32949829	36	5	N	Asia/Karachi	airport	OurAirports
2204	Gilgit Airport	Gilgit	Pakistan	GIL	OPGT	35.91880035	74.33360291	4796	5	N	Asia/Karachi	airport	OurAirports
2205	Shahbaz Air Base	Jacobsbad	Pakistan	JAG	OPJA	28.28420067	68.4496994	185	5	N	Asia/Karachi	airport	OurAirports
2206	Jinnah International Airport	Karachi	Pakistan	KHI	OPKC	24.9065	67.160797	100	5	N	Asia/Karachi	airport	OurAirports
2207	Alama Iqbal International Airport	Lahore	Pakistan	LHE	OPLA	31.52160072	74.4036026	712	5	N	Asia/Karachi	airport	OurAirports
2208	Walton Airport	Lahore	Pakistan	\N	OPLH	31.49480057	74.34619904	679	5	N	Asia/Karachi	airport	OurAirports
2209	Mangla Airport	Mangla	Pakistan	XJM	OPMA	33.05009842	73.63839722	902	5	N	Asia/Karachi	airport	OurAirports
2210	Muzaffarabad Airport	Muzaffarabad	Pakistan	MFG	OPMF	34.3390007	73.50859833	2691	5	N	Asia/Karachi	airport	OurAirports
2211	Mianwali Air Base	Mianwali	Pakistan	MWD	OPMI	32.56309891	71.5707016	690	5	N	Asia/Karachi	airport	OurAirports
2212	Moenjodaro Airport	Moenjodaro	Pakistan	MJD	OPMJ	27.33519936	68.14309692	154	5	N	Asia/Karachi	airport	OurAirports
2213	Masroor Air Base	Karachi	Pakistan	\N	OPMR	24.89360046	66.938797	35	5	N	Asia/Karachi	airport	OurAirports
2214	Multan International Airport	Multan	Pakistan	MUX	OPMT	30.20319939	71.4190979	403	5	N	Asia/Karachi	airport	OurAirports
2215	Shaheed Benazirabad Airport	Nawabshah	Pakistan	WNS	OPNH	26.2194	68.390099	95	5	N	Asia/Karachi	airport	OurAirports
2216	Okara Cantonment Airstrip	Okara	Pakistan	\N	OPOK	30.74099922	73.35769653	568	5	N	Asia/Karachi	airport	OurAirports
2217	Panjgur Airport	Panjgur	Pakistan	PJG	OPPG	26.9545002	64.13249969	3289	5	N	Asia/Karachi	airport	OurAirports
2218	Pasni Airport	Pasni	Pakistan	PSI	OPPI	25.29050064	63.3451004	33	5	N	Asia/Karachi	airport	OurAirports
2219	Peshawar International Airport	Peshawar	Pakistan	PEW	OPPS	33.9939003	71.51460266	1158	5	N	Asia/Karachi	airport	OurAirports
2220	Qasim Airport	Qasim	Pakistan	\N	OPQS	33.56019974	73.03320313	1581	5	N	Asia/Karachi	airport	OurAirports
2221	Quetta International Airport	Quetta	Pakistan	UET	OPQT	30.25139999	66.93779755	5267	5	N	Asia/Karachi	airport	OurAirports
2222	Shaikh Zaid Airport	Rahim Yar Khan	Pakistan	RYK	OPRK	28.38389969	70.27960205	271	5	N	Asia/Karachi	airport	OurAirports
2223	Benazir Bhutto International Airport	Islamabad	Pakistan	\N	OPRN	33.616699	73.099197	1668	5	N	Asia/Karachi	airport	OurAirports
2224	Risalpur Air Base	Risalpur	Pakistan	\N	OPRS	34.08110046	71.97260284	1050	5	N	Asia/Karachi	airport	OurAirports
2225	Rawalakot Airport	Rawala Kot	Pakistan	RAZ	OPRT	33.84970093	73.79810333	5479	5	N	Asia/Karachi	airport	OurAirports
2227	Sukkur Airport	Sukkur	Pakistan	SKZ	OPSK	27.72200012	68.79170227	196	5	N	Asia/Karachi	airport	OurAirports
2228	Saidu Sharif Airport	Saidu Sharif	Pakistan	SDT	OPSS	34.81359863	72.35279846	3183	5	N	Asia/Karachi	airport	OurAirports
2229	Sui Airport	Sui	Pakistan	SUL	OPSU	28.64509964	69.17690277	763	5	N	Asia/Karachi	airport	OurAirports
2230	Talhar Airport	Talhar	Pakistan	BDN	OPTH	24.84149933	68.83840179	28	5	N	Asia/Karachi	airport	OurAirports
2232	Wana Airport	Wana	Pakistan	WAF	OPWN	32.30469894	69.57039642	4550	5	N	Asia/Karachi	airport	OurAirports
2233	Zhob Airport	Zhob	Pakistan	PZH	OPZB	31.35840034	69.46360016	4728	5	N	Asia/Karachi	airport	OurAirports
2234	Basrah International Airport	Basrah	Iraq	BSR	ORMM	30.54910088	47.66210175	11	3	U	Asia/Baghdad	airport	OurAirports
2235	Aleppo International Airport	Aleppo	Syria	ALP	OSAP	36.18069839	37.22439957	1276	2	E	Asia/Damascus	airport	OurAirports
